Id,Salesprice
1101.0,1.9498941898345947
1102.0,50.622314453125
1103.0,130.42710876464844
1104.0,96.98125457763672
1105.0,30.388553619384766
1106.0,272.7771911621094
1107.0,187.68077087402344
1108.0,266.63421630859375
1109.0,229.6519012451172
1110.0,308.69818115234375
1111.0,204.13807678222656
1112.0,138.42250061035156
1113.0,58.00757598876953
1114.0,72.83267974853516
1115.0,37.47397994995117
1116.0,279.39202880859375
1117.0,216.83555603027344
1118.0,84.82477569580078
1119.0,95.24483489990234
1120.0,52.844451904296875
1121.0,38.17143249511719
1122.0,256.79656982421875
1123.0,5.407390594482422
1124.0,46.6900634765625
1125.0,156.98788452148438
1126.0,52.65106201171875
1127.0,253.87562561035156
1128.0,277.47698974609375
1129.0,284.9355773925781
1130.0,73.73443603515625
1131.0,88.87230682373047
1132.0,82.67583465576172
1133.0,77.66252899169922
1134.0,249.80751037597656
1135.0,242.40345764160156
1136.0,35.561283111572266
1137.0,58.63351058959961
1138.0,40.44860076904297
1139.0,193.71266174316406
1140.0,45.618194580078125
1141.0,58.65398406982422
1142.0,143.73934936523438
1143.0,291.1280517578125
1144.0,46.88904571533203
1145.0,30.77660369873047
1146.0,76.8034439086914
1147.0,155.90081787109375
1148.0,60.138877868652344
1149.0,2.2375035285949707
1150.0,129.9241485595703
1151.0,26.35175895690918
1152.0,118.89409637451172
1153.0,179.47869873046875
1154.0,47.96979904174805
1155.0,166.8894805908203
1156.0,255.0382537841797
1157.0,153.49212646484375
1158.0,248.60658264160156
1159.0,284.6839599609375
1160.0,151.7683868408203
1161.0,101.79613494873047
1162.0,182.81231689453125
1163.0,68.46538543701172
1164.0,130.9174041748047
1165.0,173.72422790527344
1166.0,284.632568359375
1167.0,251.902587890625
1168.0,207.9558563232422
1169.0,189.7003631591797
1170.0,275.537109375
1171.0,59.68107604980469
1172.0,110.87661743164062
1173.0,234.1995086669922
1174.0,197.7400665283203
1175.0,131.29168701171875
1176.0,240.8263397216797
1177.0,50.68534851074219
1178.0,66.58372497558594
1179.0,34.498748779296875
1180.0,66.92884063720703
1181.0,216.06719970703125
1182.0,302.5577392578125
1183.0,303.90142822265625
1184.0,63.09144592285156
1185.0,147.9175567626953
1186.0,25.120330810546875
1187.0,133.4619140625
1188.0,242.8358612060547
1189.0,234.86761474609375
1190.0,231.12388610839844
1191.0,158.2920379638672
1192.0,170.67665100097656
1193.0,107.91432189941406
1194.0,190.7279815673828
1195.0,115.33271026611328
1196.0,189.44761657714844
1197.0,274.21844482421875
1198.0,44.81559753417969
1199.0,151.99378967285156
1200.0,125.62187957763672
1201.0,37.1356201171875
1202.0,239.80322265625
1203.0,94.7878189086914
1204.0,258.9682922363281
1205.0,84.52838897705078
1206.0,233.50355529785156
1207.0,59.695274353027344
1208.0,219.4250946044922
1209.0,79.00898742675781
1210.0,284.65496826171875
1211.0,232.2096710205078
1212.0,198.37815856933594
1213.0,-0.42327582836151123
1214.0,145.8057098388672
1215.0,62.07954788208008
1216.0,37.91559600830078
1217.0,52.11848831176758
1218.0,245.43373107910156
1219.0,5.9886474609375
1220.0,23.273792266845703
1221.0,33.804107666015625
1222.0,50.595706939697266
1223.0,72.05582427978516
1224.0,128.0044708251953
1225.0,190.4104461669922
1226.0,68.0350341796875
1227.0,290.477783203125
1228.0,94.7793960571289
1229.0,341.95379638671875
1230.0,78.26678466796875
1231.0,197.6693878173828
1232.0,76.0894546508789
1233.0,54.10357666015625
